"MonitoringLocationIdentifier","ActivityStartDate","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationName","MonitoringLocationTypeName","LatitudeMeasure","LongitudeMeasure","Month","Year","ResultStatusIdentifier","DO_mgL","DOC_mgL","NH3.d_mgL","NO3.d_mgL","CO3.t_mgL","DIC_mgL","NH3.t_mgL","NO3.t_mgL","P_NA","TN_mgL","CO3.d_mgL","MixedN.t_mgL","NO23_mgL","NO3_mgL","TKN.t_mgL","TP_mgL","TDP_mgL","TKN.d_mgL","MixedN.d_mgL","NO2.d_mgL","PO4.d_mgL","DON_mgL","TON_mgL","NO23.t_mgL","TDN_mgL","TOC_mgL","Chla_uncorrected_ugL","NO2.t_mgL","BOD_mgL","Chla_ugL","PO4.t_mgL","orig.units","Flow.cfs","SiteType","OBJECTID_1","FID_UL_sub","OBJECTID","TARGET_FID","Type","wsa_sqkm","WS_Name","Monitored_","Shape_Leng","Shape_Area","geometry","Backwater","Flow.USGS.cfs","load.TN_kgd","load.TDN_kgd","load.TP_kgd","load.TDP_kgd","load.TOC_kgd","load.DOC_kgd"
"UTAHDWQ_WQX-4995038",2018-11-13,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,11,2018,"Accepted",8.41,4.81,0.14,NA,NA,NA,0.128,NA,NA,11.5,NA,NA,9.75,NA,NA,0.818,0.791,NA,NA,NA,NA,NA,NA,10.6,12.9,4.98,NA,NA,NA,NA,NA,"mgd",29.706784751136,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,835.817395513347,937.569078445407,59.452054741732,57.4897008566137,361.945272144041,349.589710645148
"UTAHDWQ_WQX-4995038",2018-12-11,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,12,2018,"Accepted",4.047645,6.14,0.584,NA,NA,NA,0.531,NA,NA,9.35,NA,NA,7.95,NA,NA,0.496,0.436,NA,NA,NA,NA,NA,NA,7.88,9.31,6.37,NA,NA,NA,NA,NA,"mgd",29.706784751136,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,679.555882439113,676.648691498197,36.0491676673583,31.6883812559843,462.970157340871,446.253809430604
"UTAHDWQ_WQX-4995038",2019-01-16,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,1,2019,"Accepted",2.95,5.71,0.77,NA,NA,NA,0.776,NA,NA,7.5,NA,NA,5.82,NA,NA,0.443,0.366,NA,NA,NA,NA,NA,NA,5.85,7.39,6.13,NA,NA,NA,NA,NA,"mgd",29.2426162393995,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,536.581140462033,528.711283735257,31.6940593632908,26.1851596545472,438.565652137635,408.517108271761
"UTAHDWQ_WQX-4995038",2019-02-20,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,2,2019,"Accepted",7.16,5.89,0.56,NA,NA,NA,0.525,NA,NA,6.22,NA,NA,5.39,NA,NA,0.295,0.223,NA,NA,NA,NA,NA,NA,5.39,6.73,5.62,NA,NA,NA,NA,NA,NA,NA,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995038",2019-04-02,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,4,2019,"Accepted",4.8,6.45,0.381,NA,NA,NA,0.385,NA,NA,8.81,NA,NA,7.27,NA,NA,1.6,1.44,NA,NA,NA,NA,NA,NA,7.42,8.77,6.52,NA,NA,NA,NA,NA,"g.min",0.0545864165,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,1.17657172921215,1.17122974633264,0.213679315180413,0.192311383662372,0.870743209360183,0.86139473932104
"UTAHDWQ_WQX-4995038",2019-04-17,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,4,2019,"Accepted",5.1,6.25,0.391,NA,NA,NA,0.372,NA,NA,8.1,NA,NA,6.47,NA,NA,0.811,0.689,NA,NA,NA,NA,NA,NA,6.27,7.88,7.03,NA,NA,NA,NA,NA,NA,NA,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995038",2019-05-15,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,5,2019,"Accepted",5.79,7.09,0.574,NA,NA,NA,0.511,NA,NA,7.77,NA,NA,5.71,NA,NA,1.56,1.5,NA,NA,NA,NA,NA,NA,5.82,7.13,7.19,NA,NA,NA,NA,NA,"g.min",0.0229485751,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,0.436249216153154,0.400316204784039,0.0875867152122162,0.0842179953963617,0.403684924599894,0.39807039157347
"UTAHDWQ_WQX-4995038",2019-06-19,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,6,2019,"Accepted",4.78,6.54,0.092,NA,NA,NA,0.098,NA,NA,7.88,NA,NA,6.79,NA,NA,0.696,0.552,NA,NA,NA,NA,NA,NA,6.73,7.68,7.22,NA,NA,NA,NA,NA,"mgd",20.2686916791605,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,390.759774021974,380.842013259995,34.513807451687,27.3730197030621,358.031163507443,324.310776916714
"UTAHDWQ_WQX-4995038",2019-07-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,7,2019,"Accepted",6.96,10.8,0.671,NA,NA,NA,0.631,NA,NA,7.13,NA,NA,5.99,NA,NA,1.41,1.39,NA,NA,NA,NA,NA,NA,6.03,7.27,6.76,NA,NA,NA,NA,NA,"mgd",36.0504210782016,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,628.865525811761,641.213516500912,124.361906226449,122.597907556571,596.231550419005,952.559281734505
"UTAHDWQ_WQX-4995038",2019-08-13,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,8,2019,"Accepted",6.16,9.68,0.551,NA,NA,NA,0.539,NA,NA,8.07,NA,NA,6.67,NA,NA,1.75,1.66,NA,NA,NA,NA,NA,NA,6.7,8.39,6.91,NA,NA,NA,NA,NA,"mgd",38.0618179623931,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,751.486145797558,781.284852941946,162.961679695877,154.580793311517,643.465832399148,901.410891117764
"UTAHDWQ_WQX-4995038",2019-09-24,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,9,2019,"Accepted",5.2,12.8,0.788,NA,NA,NA,0.888,NA,NA,7.98,NA,NA,6.41,NA,NA,1.02,1.03,NA,NA,NA,NA,NA,NA,6.44,8.82,6.71,NA,NA,NA,NA,NA,"mgd",35.1994454733513,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,687.221327302856,759.560414387367,87.8403200311921,88.7014996393411,577.85151706794,1102.30989843065
"UTAHDWQ_WQX-4995038",2019-10-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,10,2019,"Accepted",7.32,16,0.235,NA,NA,NA,0.252,NA,NA,7.11,NA,NA,5.64,NA,NA,0.551,0.601,NA,NA,NA,NA,NA,NA,5.97,7.43,6.63,NA,NA,NA,NA,NA,"mgd",36.7466738458063,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,639.212930026597,667.982007046078,49.5367544929191,54.031922777213,596.059314497375,1438.45385097406
"UTAHDWQ_WQX-4995038",2019-11-05,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,11,2019,"Accepted",5.52,7.67,1.22,NA,NA,NA,1.19,NA,NA,8.65,NA,NA,6.36,NA,NA,0.45,0.441,NA,NA,NA,NA,NA,NA,6.5,9.05,6.17,NA,NA,NA,NA,NA,"mgd",35.1220840547286,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,743.283173442134,777.654649670672,38.6679107571053,37.8945525419632,530.180020825199,659.073056682216
"UTAHDWQ_WQX-4995038",2019-12-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,12,2019,"Accepted",3.05,7.58,1.52,NA,NA,NA,1.67,NA,NA,6.7,NA,NA,3.87,NA,NA,0.491,0.457,NA,NA,NA,NA,NA,NA,3.85,6.61,5.57,NA,NA,NA,NA,NA,"mgd",37.2263146412674,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,610.214836012421,602.017920304792,44.7187290271789,41.6221164265189,507.298005461073,690.362456264799
"UTAHDWQ_WQX-4995038",2020-01-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,1,2020,"Accepted",5.5,6.78,0.294,NA,NA,NA,0.285,NA,NA,9.15,NA,NA,8.15,NA,NA,0.757,0.72,NA,NA,NA,NA,NA,NA,8.06,9.3,5.38,NA,NA,NA,NA,NA,"mgd",31.0992902863456,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,696.192736847089,707.605732533107,57.5975848954368,54.7823792928857,409.346111938507,515.867405008007
"UTAHDWQ_WQX-4995038",2020-02-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,2,2020,"Accepted",6.4,6.31,0.498,NA,NA,NA,0.498,NA,NA,9.87,NA,NA,8.49,NA,NA,0.91,0.879,NA,NA,NA,NA,NA,NA,8.52,9.74,6.5,NA,NA,NA,NA,NA,NA,NA,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995038",2020-03-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,3,2020,"Accepted",8.58,6.63,0.398,NA,NA,NA,0.411,NA,NA,10.6,NA,NA,9.39,NA,NA,0.934,0.872,NA,NA,NA,NA,NA,NA,9.35,10.3,6.6,NA,NA,NA,NA,NA,"mgd",38.6033478927523,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,1001.12602622923,972.792270769916,88.2124253300099,82.3567825350842,623.342620104995,626.175995650927
"UTAHDWQ_WQX-4995038",2020-04-13,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,4,2020,"Accepted",7.75,6.52,0.419,NA,NA,NA,0.426,NA,NA,11.2,NA,NA,9.4,NA,NA,0.556,0.518,NA,NA,NA,NA,NA,NA,9.28,11.8,6,NA,NA,NA,NA,NA,"mgd",41.3109975445486,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,1131.98747261916,1192.62965865233,56.1950923907371,52.3544206086363,606.421860331695,658.978421560442
"UTAHDWQ_WQX-4995038",2020-05-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,5,2020,"Accepted",7.9,9.18,0.284,NA,NA,NA,0.262,NA,NA,9.14,NA,NA,8.12,NA,NA,1.03,0.94,NA,NA,NA,NA,NA,NA,8.2,9.03,7.76,NA,NA,NA,NA,NA,"mgd",37.5976494506566,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,840.745992655369,830.627605435228,94.7448985158676,86.4662180630248,713.806225711779,844.425406189966
"UTAHDWQ_WQX-4995038",2020-06-16,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,6,2020,"Accepted",6.59,7.95,0.419,NA,NA,NA,0.449,NA,NA,8.59,NA,NA,6.97,NA,NA,1.61,1.57,NA,NA,NA,NA,NA,NA,7,8.78,6.83,NA,NA,NA,NA,NA,"mgd",35.5862525664651,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,747.88244036038,764.424659646582,140.173542372551,136.690969891245,594.649251182933,692.161280659491
"UTAHDWQ_WQX-4995038",2020-07-07,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,7,2020,"Accepted",8.48,8.94,1.53,NA,NA,NA,1.54,NA,NA,9.26,NA,NA,6.53,NA,NA,0.939,0.92,NA,NA,NA,NA,NA,NA,6.6,9.39,7.01,NA,NA,NA,NA,NA,"mgd",33.2654100077826,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,753.636255764277,764.216462378678,76.4216462378678,74.8753083480707,570.517295130408,727.592670251904
"UTAHDWQ_WQX-4995038",2020-08-11,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,8,2020,"Accepted",12.92,9.05,0.934,NA,NA,NA,0.913,NA,NA,8.4,NA,NA,6.23,NA,NA,1.7,1.6,NA,NA,NA,NA,NA,NA,6.31,8.11,6.96,NA,NA,NA,NA,NA,"mgd",36.9787581016746,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,759.957881898821,733.721240738028,153.800999908095,144.753882266442,629.679387859023,818.764146569563
"UTAHDWQ_WQX-4995038",2020-09-21,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","Timpanogos Effluent below constructed duck ponds","Wetland Undifferentiated",40.33719,-111.77701,9,2020,"Accepted",22.74,8.83,0.389,NA,NA,NA,0.378,NA,NA,5.23,NA,NA,4.59,NA,NA,0.171,0.0189,NA,NA,NA,0.0208,NA,NA,4.67,4.69,7.64,NA,NA,NA,NA,NA,"mgd",37.2882037761656,"Storm Sewer",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.77701, 40.33719),"No",NA,477.123786153482,427.860527162492,15.6000320138137,1.72421406468467,696.983886465125,805.545512760085
"UTAHDWQ_WQX-4995041",2017-05-16,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,5,2017,"Accepted",5.62,5.55,0.16,NA,NA,NA,0.189,NA,NA,4.5,NA,NA,3.61,NA,NA,0.281,0.181,NA,NA,NA,NA,NA,NA,3.63,4.16,5.29,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2017-06-12,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,6,2017,"Accepted",5.58,5.66,0.334,NA,NA,NA,0.309,NA,NA,7.66,NA,NA,7.36,NA,NA,2.79,2.77,NA,NA,NA,NA,NA,NA,7.27,7.69,5.3,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2017-07-10,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,7,2017,"Accepted",5.04,4.52,0.107,NA,NA,NA,0.095,NA,NA,7.95,NA,NA,7.26,NA,NA,1.46,1.43,NA,NA,NA,NA,NA,NA,7.37,8.14,5.49,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2017-08-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,8,2017,"Accepted",7.61,9.02,0.184,NA,NA,NA,0.122,NA,NA,7.83,NA,NA,7.83,NA,NA,2.22,2.15,NA,NA,NA,NA,NA,NA,7.72,8.29,5.16,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2017-09-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,9,2017,"Accepted",5.34,5.14,0.035,NA,NA,NA,0.044,NA,NA,7.98,NA,NA,7.44,NA,NA,0.532,0.48,NA,NA,NA,NA,NA,NA,7.45,8.08,4.56,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2017-10-11,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,10,2017,"Accepted",5.64,5.07,0.048,NA,NA,NA,0.042,NA,NA,8.46,NA,NA,8.03,NA,NA,0.163,0.122,NA,NA,NA,NA,NA,NA,8.06,8.34,4.69,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2017-11-06,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,11,2017,"Accepted",5.6,4.44,0.085,NA,NA,NA,0.089,NA,NA,9.96,NA,NA,9.78,NA,NA,0.24,0.097,NA,NA,NA,NA,NA,NA,9.82,12.7,4.74,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2018-02-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,2,2018,"Accepted",5.89,5.27,0.028,NA,NA,NA,0.027,NA,NA,6.82,NA,NA,6.23,NA,NA,0.383,0.124,NA,NA,NA,NA,NA,NA,6.24,6.83,6.08,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2018-03-12,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,3,2018,"Accepted",5.66,5.46,0.158,NA,NA,NA,0.149,NA,NA,6.63,NA,NA,6.66,NA,NA,0.323,0.09,NA,NA,NA,NA,NA,NA,6.65,6.51,6.17,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2018-04-19,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,4,2018,"Accepted",5.87,4.76,0.015,NA,NA,NA,0.015,NA,NA,11.3,NA,NA,9.61,NA,NA,0.483,0.24,NA,NA,NA,NA,NA,NA,9.88,10.8,5.85,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2018-05-15,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,5,2018,"Accepted",5.63,6.59,0.036,NA,NA,NA,0.048,NA,NA,8.45,NA,NA,7.67,NA,NA,1.73,1.54,NA,NA,NA,NA,NA,NA,7.69,8.46,7.12,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2018-06-14,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,6,2018,"Accepted",5.75,7.07,0.071,NA,NA,NA,0.066,NA,NA,8.71,NA,NA,8.09,NA,NA,1.64,1.46,NA,NA,NA,NA,NA,NA,8.05,9.19,6.37,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2018-07-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,7,2018,"Accepted",5.49,6.4,0.047,NA,NA,NA,0.063,NA,NA,7.23,NA,NA,6.41,NA,NA,1.4,1.2,NA,NA,NA,NA,NA,NA,6.39,7.04,6.2,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2018-08-07,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,8,2018,"Accepted",5.52,9.04,0.047,NA,NA,NA,0.052,NA,NA,6.9,NA,NA,6.59,NA,NA,1.17,0.946,NA,NA,NA,NA,NA,NA,6.61,7.46,5.63,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2018-09-17,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,9,2018,"Accepted",5.44,7.31,0.048,NA,NA,NA,0.055,NA,NA,9.17,NA,NA,9.2,NA,NA,2.24,2.26,NA,NA,NA,NA,NA,NA,9.02,9.78,5.45,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2018-10-09,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,10,2018,"Accepted",5.53,8.8,0.043,NA,NA,NA,0.048,NA,NA,8.73,NA,NA,8.25,NA,NA,0.432,0.3,NA,NA,NA,NA,NA,NA,8.25,8.67,5.16,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2018-11-13,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,11,2018,"Accepted",6.29,4.97,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.89,NA,NA,NA,0.222,NA,NA,NA,NA,NA,NA,NA,8.06,NA,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
"UTAHDWQ_WQX-4995041",2018-12-11,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","East side tributary to Timpanogos WWTP effluent AB Utah Lake","River/Stream",40.336623,-111.7768,12,2018,"Accepted",5.861342,5.91,0.195,NA,NA,NA,0.183,NA,NA,8.04,NA,NA,7.2,NA,NA,0.346,0.136,NA,NA,NA,NA,NA,NA,7.24,8.02,7.42,NA,NA,NA,NA,NA,NA,NA,"Stream",40,40,40,40,"Tributary",9.18057533019,"Timp SSD","YES",22334.055151,0.000973504827626,c(-111.7768, 40.336623),"No",NA,NA,NA,NA,NA,NA,NA
